AQI Category,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value
Good,0,16,2,36
Unhealthy for Sensitive Groups,1,34,0,132
Unhealthy,1,38,0,153
Moderate,2,18,8,79
Good,1,26,2,33
Moderate,1,31,3,69
Good,1,34,5,45
Good,1,44,0,22
Moderate,2,16,14,64
Good,0,11,0,16
Moderate,1,52,3,28
Moderate,0,26,0,54
Moderate,1,21,3,51
Moderate,1,21,2,51
Moderate,1,31,2,52
Very Unhealthy,1,42,1,210
Moderate,1,40,0,67
Moderate,1,47,3,91
Good,0,9,5,29
Moderate,1,28,0,63
Moderate,0,41,0,64
Moderate,1,67,1,43
Moderate,2,12,15,58
Good,0,28,2,40
Good,1,21,5,40
Moderate,2,12,0,71
Unhealthy for Sensitive Groups,1,23,1,133
Very Unhealthy,3,138,2,224
Good,1,27,0,15
Moderate,1,41,3,87
Good,1,26,5,40
Good,1,33,0,35
Unhealthy for Sensitive Groups,4,5,36,122
Moderate,2,30,12,68
Good,1,27,2,42
Unhealthy,3,163,1,169
Good,1,36,0,41
Good,1,40,0,27
Good,0,15,7,16
Good,1,17,2,28
Moderate,2,15,2,90
Moderate,3,42,5,67
Moderate,2,26,6,59
Good,1,17,0,40
Good,1,32,3,34
Moderate,1,17,6,60
Good,1,42,0,20
Moderate,2,36,8,53
Good,1,40,2,30
Good,0,26,0,23
Good,1,30,0,10
Moderate,3,35,2,61
Unhealthy for Sensitive Groups,2,115,0,97
Moderate,1,26,3,60
Moderate,1,23,3,64
Good,1,35,2,42
Moderate,3,11,31,92
Moderate,1,29,1,65
Moderate,1,14,2,56
Good,1,30,3,39
Moderate,1,36,0,61
Moderate,1,36,1,66
Good,1,42,0,14
Good,1,37,1,34
Unhealthy,6,91,7,178
Unhealthy,0,25,0,150
Moderate,1,91,0,72
Good,1,37,0,26
Good,1,29,0,25
Good,1,10,0,50
Unhealthy,4,8,8,163
Unhealthy,1,35,0,153
Good,1,18,2,36
Good,1,45,2,30
Good,2,42,6,48
Good,0,23,0,18
Moderate,0,26,0,55
Good,1,17,0,42
Moderate,2,36,10,55
Moderate,1,20,0,57
Unhealthy for Sensitive Groups,3,9,11,109
Unhealthy for Sensitive Groups,3,132,1,127
Good,1,30,5,41
Moderate,1,9,13,73
Good,1,30,3,46
Good,1,13,2,35
Unhealthy for Sensitive Groups,1,35,5,100
Good,1,36,2,22
Good,1,9,3,43
Unhealthy,4,8,3,150
Moderate,1,22,18,67
Unhealthy,3,163,2,160
Moderate,1,24,5,66
Good,1,2,2,38
Unhealthy for Sensitive Groups,1,42,0,126
Unhealthy for Sensitive Groups,4,6,11,105
Good,1,22,4,37
Moderate,2,7,8,57
Good,1,24,3,31
Good,0,21,1,26
Good,0,29,1,37
Good,1,21,3,40
Good,0,20,0,42
Unhealthy,4,164,4,149
Moderate,1,56,1,38
Moderate,1,35,1,78
Moderate,1,33,6,53
Good,1,27,4,44
Good,1,25,4,43
Moderate,1,39,1,69
Unhealthy,3,152,1,159
Moderate,1,33,3,84
Moderate,1,33,2,52
Good,1,22,13,46
Good,1,23,9,38
Moderate,1,87,0,87
Moderate,3,91,1,72
Moderate,3,75,4,97
Moderate,1,38,0,55
Moderate,3,10,30,99
Moderate,1,36,0,95
Moderate,1,35,2,57
Unhealthy for Sensitive Groups,1,27,3,113
Moderate,0,21,0,54
Good,1,28,3,50
Unhealthy,4,7,15,160
Good,1,41,1,42
Moderate,1,53,1,29
Good,1,33,1,18
Good,1,36,0,12
Good,1,17,3,29
Moderate,1,27,1,54
Unhealthy for Sensitive Groups,2,30,7,110
Unhealthy,3,167,1,123
Good,1,32,0,27
Moderate,0,34,0,61
Good,0,37,1,44
Unhealthy,2,121,1,188
Moderate,1,37,0,63
Moderate,1,55,0,77
Moderate,0,25,0,57
Moderate,1,6,7,57
Good,0,34,0,41
Good,1,38,0,13
Moderate,1,49,0,70
Good,1,34,0,45
Unhealthy for Sensitive Groups,3,103,1,132
Good,1,42,0,26
Good,1,17,0,27
Unhealthy,3,168,1,151
Moderate,1,24,8,51
Good,1,32,4,45
Moderate,1,38,1,68
Good,1,29,2,14
Good,1,45,3,33
Moderate,1,33,3,53
Moderate,1,38,1,88
Unhealthy,6,0,20,158
Moderate,1,35,3,56
Moderate,1,23,1,63
Moderate,1,48,0,52
Unhealthy,5,71,8,175
Moderate,2,27,4,98
Moderate,1,34,3,66
Moderate,1,27,2,56
Moderate,1,47,1,54
Moderate,1,39,7,57
Good,1,38,2,50
Unhealthy,2,67,2,156
Good,0,38,0,34
Moderate,1,60,1,71
Moderate,2,35,0,74
Moderate,2,36,1,86
Moderate,1,32,1,75
Good,1,42,0,26
Good,0,21,0,29
Moderate,2,21,3,88
Moderate,1,38,0,52
Moderate,1,27,17,78
Unhealthy,3,41,6,161
Good,1,19,0,35
Very Unhealthy,1,36,2,240
Unhealthy for Sensitive Groups,0,26,0,128
Moderate,1,23,2,67
Moderate,1,39,1,52
Good,1,19,0,50
Good,1,33,0,12
Moderate,1,44,0,59
Moderate,2,19,0,63
Moderate,1,17,0,54
Good,1,30,0,39
Good,0,22,0,29
Moderate,1,33,2,58
Good,1,33,2,36
Moderate,1,17,0,58
Good,0,22,0,32
Moderate,2,43,4,71
Good,1,41,0,33
Good,0,18,0,26
Moderate,1,37,1,60
Moderate,1,42,1,75
Unhealthy for Sensitive Groups,1,20,2,108
Moderate,0,28,0,56
Good,0,12,1,23
Unhealthy for Sensitive Groups,1,43,1,106
Unhealthy,0,30,0,162
Moderate,2,20,6,75
Good,1,29,1,12
Good,1,16,0,50
Good,1,35,0,46
Moderate,1,34,2,78
Moderate,2,15,1,74
Unhealthy,10,19,9,170
Moderate,0,39,0,87
Moderate,1,14,0,81
Good,1,21,14,49
Moderate,2,61,0,76
Good,1,38,1,33
Good,0,16,0,17
Moderate,1,30,0,62
Moderate,2,8,33,81
Moderate,1,46,2,52
Good,1,30,3,30
Moderate,1,34,4,54
Good,1,38,0,48
Good,1,14,0,37
Good,1,34,2,34
Unhealthy,3,108,1,173
Moderate,2,27,7,64
Good,1,32,2,29
Good,1,41,2,48
Moderate,1,14,2,55
Good,1,32,3,37
Moderate,1,38,2,54
Unhealthy,4,171,4,141
Moderate,2,3,7,73
Good,1,37,1,21
Good,1,9,2,31
Moderate,2,20,6,71
Good,1,30,3,15
Good,1,24,3,47
Unhealthy,2,121,2,178
Moderate,1,23,1,54
Good,1,31,3,29
Good,0,22,2,30
Moderate,1,13,1,61
Good,1,32,0,13
Good,1,28,4,29
Good,0,21,0,16
Good,1,30,2,41
Moderate,3,11,34,94
Good,1,43,0,23
Moderate,1,33,5,53
Good,0,30,1,20
Good,1,28,3,38
Good,1,41,10,45
Moderate,1,28,11,73
Moderate,0,23,0,95
Unhealthy for Sensitive Groups,2,128,1,149
Unhealthy for Sensitive Groups,1,25,0,112
Good,1,27,7,44
Good,1,16,0,37
Good,1,14,0,13
Good,0,16,0,50
Moderate,2,26,1,56
Unhealthy,3,171,1,180
Good,0,34,1,35
Good,1,33,2,38
Good,1,25,4,45
Moderate,1,29,1,63
Moderate,1,12,13,69
Unhealthy,2,141,1,166
Unhealthy,1,43,0,176
Moderate,1,37,1,66
Moderate,2,15,19,61
Unhealthy,3,166,1,140
Very Unhealthy,5,205,4,151
Unhealthy,5,1,23,160
Moderate,0,25,0,53
Good,0,33,0,36
Unhealthy,2,132,1,156
Moderate,1,40,2,87
Unhealthy,3,169,1,141
Good,0,21,0,28
Good,1,22,9,49
Good,2,12,1,38
Good,0,35,0,17
Good,1,41,0,31
Moderate,1,54,0,95
Moderate,3,13,2,80
Good,1,22,0,43
Good,1,29,0,30
Good,1,29,4,42
Good,1,45,0,6
Good,1,34,1,25
Good,1,39,0,27
Moderate,1,23,1,64
Moderate,2,12,15,52
Unhealthy for Sensitive Groups,0,62,0,121
Moderate,2,30,13,58
Good,1,16,0,37
Good,1,45,1,22
Good,1,42,1,19
Good,1,36,1,12
Moderate,1,14,0,56
Good,1,19,0,46
Moderate,2,31,1,85
Hazardous,1,106,1,379
Good,1,48,0,28
Good,0,16,0,19
Good,1,30,3,35
Good,1,10,1,45
Good,1,32,9,46
Moderate,2,26,4,65
Good,1,29,3,38
Hazardous,1,46,1,500
Good,0,29,2,29
Good,0,31,1,35
Good,1,44,1,29
Good,1,30,1,44
Good,1,30,11,43
Moderate,2,9,0,79
Moderate,1,18,0,54
Moderate,1,42,1,63
Moderate,1,3,2,52
Unhealthy,1,43,0,156
Good,0,20,0,9
Moderate,1,27,6,53
Moderate,1,36,5,54
Moderate,2,11,5,55
Moderate,1,25,9,60
Good,1,12,0,33
Good,0,25,0,29
Unhealthy for Sensitive Groups,1,51,0,126
Moderate,3,55,0,53
Unhealthy,4,4,10,183
Moderate,1,21,5,75
Good,0,12,1,21
Unhealthy for Sensitive Groups,4,25,3,124
Good,1,33,0,18
Good,1,22,3,30
Moderate,2,3,6,63
Good,1,8,6,49
Good,2,23,0,40
Unhealthy for Sensitive Groups,2,37,2,139
Moderate,2,11,3,77
Moderate,2,23,8,52
Moderate,2,9,7,74
Moderate,2,4,3,68
Good,1,39,0,10
Moderate,2,62,0,79
Moderate,1,38,1,54
Good,1,33,3,20
Moderate,1,25,4,68
Moderate,1,27,4,78
Good,1,40,0,47
Moderate,1,20,3,64
Moderate,2,15,3,59
Moderate,1,35,2,76
Unhealthy for Sensitive Groups,1,61,1,101
Unhealthy for Sensitive Groups,2,148,5,100
Unhealthy,1,36,0,177
Unhealthy for Sensitive Groups,2,90,0,105
Unhealthy for Sensitive Groups,2,131,2,68
Moderate,1,28,3,51
Good,1,25,5,28
Moderate,1,39,1,61
Moderate,1,40,2,86
Moderate,1,23,3,64
Moderate,1,31,3,65
Good,1,26,0,41
Moderate,1,34,1,70
Moderate,1,19,1,58
Unhealthy for Sensitive Groups,2,13,6,111
Unhealthy for Sensitive Groups,1,24,0,132
Good,1,37,5,39
Good,0,12,0,19
Good,1,16,1,37
Moderate,1,20,4,63
Unhealthy,1,47,0,193
Very Unhealthy,5,205,4,171
Moderate,1,28,4,54
Good,1,41,0,49
Moderate,0,23,0,88
Moderate,1,17,5,76
Unhealthy,3,167,1,124
Unhealthy for Sensitive Groups,2,138,2,79
Good,1,18,3,37
Good,1,37,1,11
Moderate,2,30,3,57
Unhealthy for Sensitive Groups,2,140,0,106
Good,1,49,0,25
Unhealthy for Sensitive Groups,4,4,36,122
Good,1,35,2,49
Good,1,32,3,22
Unhealthy for Sensitive Groups,2,128,4,122
Moderate,2,25,11,60
Good,0,22,0,34
Good,2,28,0,46
Good,1,24,1,44
Very Unhealthy,4,4,14,209
Moderate,1,38,1,71
Moderate,1,14,0,54
Moderate,1,18,1,51
Good,1,33,0,26
Moderate,1,32,2,67
Moderate,1,19,3,61
Good,1,26,5,31
Moderate,1,37,0,54
Moderate,1,39,1,62
Moderate,2,10,3,64
Good,1,43,1,29
Unhealthy,4,188,5,136
Moderate,2,4,11,87
Moderate,1,44,0,55
Good,0,34,1,36
Good,1,39,0,20
Moderate,1,28,1,63
Moderate,1,20,7,63
Good,0,22,0,15
Hazardous,49,1,30,500
Good,0,28,0,16
Moderate,1,43,0,55
Good,0,30,2,26
Moderate,1,14,11,85
Good,0,35,1,26
Good,1,38,2,39
Unhealthy,1,53,0,166
Good,1,20,8,26
Unhealthy for Sensitive Groups,1,71,0,129
Good,1,14,0,26
Good,1,14,0,18
Good,1,43,1,19
Moderate,3,15,0,65
Moderate,1,23,15,65
Good,0,31,0,36
Unhealthy for Sensitive Groups,2,101,1,100
Moderate,1,26,1,71
Good,1,22,5,39
Moderate,1,49,1,51
Good,1,32,2,41
Moderate,2,6,1,72
Good,0,27,2,36
Good,0,32,1,31
Good,1,24,0,39
Good,1,33,0,45
Moderate,2,41,1,60
Moderate,3,69,1,80
Unhealthy,3,94,4,197
Moderate,2,1,2,52
Moderate,0,22,0,60
Good,1,26,3,39
Good,1,30,0,25
Unhealthy for Sensitive Groups,4,5,14,108
Good,1,21,1,31
Unhealthy for Sensitive Groups,4,9,31,116
Good,1,43,2,42
Good,0,14,0,27
Moderate,1,13,3,56
Moderate,3,7,10,82
Moderate,2,0,8,70
Moderate,2,5,0,55
Good,1,21,6,40
Unhealthy for Sensitive Groups,2,19,10,100
Good,0,22,0,11
Moderate,2,11,7,81
Good,1,21,5,31
Good,1,28,1,28
Moderate,3,5,0,58
Moderate,1,28,6,57
Moderate,1,40,0,57
Unhealthy for Sensitive Groups,0,34,0,143
Good,1,32,2,32
Moderate,1,35,3,64
Good,1,39,0,22
Good,1,25,5,48
Very Unhealthy,5,207,4,154
Good,1,38,4,39
Unhealthy,5,115,5,169
Good,1,14,0,36
Unhealthy,10,13,11,166
Unhealthy for Sensitive Groups,1,17,3,110
Moderate,2,3,12,52
Moderate,2,11,6,65
Good,1,26,1,50
Moderate,1,24,0,86
Good,1,32,0,16
Unhealthy for Sensitive Groups,2,71,1,140
Moderate,1,46,0,57
Moderate,1,13,13,84
Moderate,1,35,1,82
Moderate,1,38,1,82
Good,1,39,1,31
Moderate,1,37,1,63
Moderate,1,43,0,53
Good,0,14,0,32
Good,1,33,2,33
Hazardous,1,49,1,301
Unhealthy for Sensitive Groups,3,105,3,74
Good,1,28,4,41
Very Unhealthy,1,43,0,231
Moderate,3,14,1,76
Good,1,7,2,36
Good,1,2,3,42
Good,1,11,1,20
Unhealthy for Sensitive Groups,4,3,37,141
Moderate,1,45,0,67
Good,1,27,1,38
Moderate,1,37,0,53
Unhealthy for Sensitive Groups,4,1,8,117
Unhealthy for Sensitive Groups,2,66,1,139
Unhealthy,2,128,1,198
Good,1,33,3,33
Moderate,1,12,2,59
Good,1,36,0,33
Unhealthy,4,166,4,140
Moderate,1,39,0,51
Good,1,27,3,31
Moderate,1,34,0,51
Unhealthy,5,12,15,152
Moderate,3,4,11,66
Good,1,17,3,49
Good,1,46,0,39
Good,1,32,2,26
Moderate,5,35,2,80
Moderate,1,46,2,62
Good,1,19,4,46
Good,0,22,0,29
Unhealthy,4,174,10,154
Good,1,36,0,37
Good,1,33,0,19
Moderate,2,41,10,75
Good,1,31,7,45
Good,1,28,1,35
Good,1,28,1,46
Good,1,22,0,50
Good,0,29,1,25
Good,0,38,0,21
Moderate,2,7,30,82
Unhealthy for Sensitive Groups,3,149,1,88
Good,1,23,0,41
Good,1,37,1,24
Good,1,37,0,26
Good,0,21,1,33
Moderate,2,12,17,54
Moderate,1,43,0,51
Moderate,1,21,0,53
Good,1,43,1,36
Moderate,1,42,6,60
Moderate,2,12,0,65
Hazardous,1,39,0,433
Moderate,1,30,3,61
Moderate,1,27,4,73
Good,0,35,0,18
Good,1,36,1,31
Moderate,1,22,0,56
Good,1,36,2,30
Good,1,28,1,12
Moderate,2,22,1,92
Good,1,30,1,34
Good,0,28,0,43
Good,0,28,0,43
Moderate,1,55,0,27
Moderate,1,39,1,53
Very Unhealthy,4,214,7,175
Good,1,32,0,29
Good,0,37,0,16
Moderate,1,13,0,75
Moderate,1,5,7,71
Good,0,17,1,34
Good,1,36,5,31
Moderate,1,38,1,55
Moderate,1,38,1,60
Good,1,39,1,18
Good,1,26,2,35
Unhealthy,3,119,1,157
Good,1,25,0,36
Good,1,38,0,13
Good,1,19,1,35
Moderate,1,41,0,60
Good,1,20,1,48
Unhealthy for Sensitive Groups,3,75,1,133
Unhealthy for Sensitive Groups,4,4,19,108
Good,1,32,1,13
Moderate,2,36,6,71
Good,1,28,1,32
Moderate,1,36,1,58
Good,0,19,0,21
Moderate,1,30,3,63
Unhealthy for Sensitive Groups,3,95,1,134
Moderate,1,35,1,66
Unhealthy,2,22,1,180
Moderate,1,21,8,55
Moderate,1,14,4,73
Good,1,44,0,15
Good,1,34,0,24
Moderate,2,29,4,92
Moderate,1,24,0,64
Moderate,1,44,0,57
Good,1,43,0,19
Good,0,26,0,25
Good,1,42,2,43
Moderate,3,19,22,98
Good,0,28,0,49
Moderate,1,39,1,56
Moderate,1,60,0,50
Moderate,1,73,2,79
Moderate,1,46,0,53
Unhealthy for Sensitive Groups,1,31,0,102
Good,1,40,0,21
Good,1,47,1,20
Good,1,41,1,19
Moderate,1,43,0,70
Unhealthy,3,37,11,158
Good,1,45,0,22
Good,1,40,0,39
Good,1,38,1,50
Moderate,4,20,14,99
Good,1,47,0,30
Moderate,1,48,0,56
Moderate,1,59,0,67
Good,1,16,0,8
Moderate,1,59,0,60
Good,1,24,1,35
Unhealthy,1,26,3,151
Unhealthy,4,14,47,155
Unhealthy,6,32,20,152
Good,1,37,1,13
Moderate,1,38,3,59
Good,1,37,1,43
Moderate,1,35,2,76
Good,1,30,3,50
Good,1,28,2,14
Good,1,20,0,34
Moderate,2,41,0,51
Good,0,24,0,26
Moderate,1,38,3,84
Unhealthy for Sensitive Groups,4,4,29,109
Unhealthy for Sensitive Groups,3,7,7,111
Good,1,34,7,42
Good,1,11,1,31
Moderate,2,4,7,72
Moderate,1,33,0,60
Moderate,1,45,1,57
Unhealthy,0,25,0,151
Moderate,1,46,4,61
Good,0,22,0,31
Good,1,4,2,41
Moderate,2,32,11,66
Moderate,1,32,2,60
Good,0,17,1,25
Good,1,7,1,49
Unhealthy,5,15,15,156
Unhealthy,2,125,0,151
Moderate,2,22,12,61
Good,0,24,0,21
Unhealthy,3,87,1,152
Good,0,17,1,37
Moderate,1,42,0,71
Good,1,18,0,31
Moderate,2,69,1,81
Good,1,32,0,6
Moderate,1,39,1,71
Good,0,13,1,39
Moderate,1,16,0,89
Moderate,1,37,3,55
Moderate,1,46,0,57
Moderate,1,29,2,63
Moderate,1,33,4,64
Good,1,32,0,14
Unhealthy,1,41,0,152
Moderate,1,31,4,51
Moderate,1,38,4,67
Moderate,1,18,0,59
Moderate,1,37,3,68
Unhealthy,1,65,1,151
Good,1,19,0,43
Good,1,37,0,37
Unhealthy for Sensitive Groups,2,25,4,109
Moderate,1,24,0,59
Good,1,46,1,49
Good,1,36,1,40
Good,1,5,0,30
Moderate,1,47,0,56
Good,1,8,0,30
Good,1,38,1,43
Moderate,1,42,0,56
Good,1,13,0,17
Unhealthy for Sensitive Groups,3,17,2,112
Good,0,27,0,46
Moderate,1,69,0,77
Good,1,43,0,19
Good,1,39,1,22
Moderate,1,38,0,58
Good,1,31,1,33
Unhealthy,3,74,3,168
Moderate,1,46,3,56
Good,1,34,1,16
Good,0,22,0,44
Moderate,1,26,0,75
Moderate,2,18,2,79
Good,1,30,3,28
Good,1,36,2,15
Good,0,23,0,42
Moderate,0,27,0,72
Good,1,34,2,20
Moderate,2,14,14,68
Good,1,37,2,41
Moderate,1,28,2,78
Moderate,2,24,0,86
Unhealthy for Sensitive Groups,1,64,1,109
Unhealthy,5,200,7,163
Moderate,1,36,2,65
Moderate,1,21,5,74
Good,1,35,0,38
Very Unhealthy,15,14,19,228
Moderate,0,23,1,65
Moderate,1,35,1,58
Good,1,39,6,47
Good,1,37,3,27
Good,1,33,2,36
Moderate,1,57,0,59
Unhealthy for Sensitive Groups,1,27,0,101
Moderate,3,21,23,68
Moderate,2,31,10,52
Good,0,31,0,30
Moderate,1,54,2,77
Good,0,25,0,19
Moderate,1,18,5,63
Unhealthy for Sensitive Groups,2,22,4,123
Moderate,0,26,1,51
Good,1,6,2,42
Unhealthy for Sensitive Groups,1,60,0,148
Moderate,2,46,6,82
Good,0,11,1,23
Moderate,1,52,2,42
Moderate,1,47,0,86
Moderate,2,18,19,74
Good,1,36,0,19
Good,1,6,2,40
Moderate,1,30,6,58
Good,1,23,0,34
Moderate,1,26,0,52
Moderate,2,48,1,84
Unhealthy,2,47,0,152
Moderate,1,48,1,86
Good,1,30,9,42
Moderate,2,19,18,71
Good,0,26,1,21
Moderate,2,12,5,81
Moderate,1,49,1,70
Moderate,1,27,3,51
Moderate,1,30,1,53
Unhealthy,4,4,10,151
Unhealthy,1,22,0,160
Good,2,33,4,49
Unhealthy,4,194,2,150
Moderate,1,35,4,63
Moderate,1,44,0,54
Good,1,28,1,36
Moderate,1,14,14,59
Moderate,2,1,23,67
Moderate,2,27,6,72
Unhealthy,6,24,6,168
Good,1,42,2,24
Good,1,9,3,37
Moderate,2,6,7,87
Good,0,19,0,35
Moderate,3,19,0,83
Moderate,1,18,12,65
Moderate,2,20,16,69
Moderate,1,16,0,74
Moderate,1,25,3,52
Unhealthy for Sensitive Groups,2,16,7,125
Moderate,1,33,4,64
Moderate,3,23,1,94
Moderate,1,18,0,59
Moderate,1,32,4,54
Good,1,21,0,29
Moderate,3,17,1,64
Good,0,22,0,26
Good,1,27,3,22
Moderate,1,94,2,64
Unhealthy for Sensitive Groups,1,26,0,114
Moderate,2,28,6,71
Good,1,45,3,26
Good,1,34,0,24
Moderate,1,30,6,66
Moderate,1,52,1,62
Moderate,1,37,3,66
Good,1,27,1,43
Good,1,43,1,29
Good,1,37,0,18
Good,1,30,2,21
Moderate,2,47,2,85
Moderate,1,44,1,56
Moderate,1,48,1,67
Moderate,1,17,1,66
Good,1,29,0,11
Good,0,19,1,16
Moderate,2,28,5,71
Unhealthy for Sensitive Groups,4,2,34,140
Unhealthy for Sensitive Groups,2,63,1,103
Good,1,30,4,43
Good,1,28,4,50
Moderate,2,24,11,80
Moderate,2,12,17,57
Good,1,27,1,48
Good,1,35,1,18
Good,1,29,10,49
Unhealthy for Sensitive Groups,3,6,28,109
Moderate,3,7,11,99
Moderate,1,7,4,52
Good,1,8,4,26
Moderate,1,39,2,67
Good,1,29,3,24
Good,0,11,0,26
Good,1,15,2,19
Good,1,4,2,36
Good,1,39,0,23
Good,1,39,2,40
Moderate,2,30,10,56
Good,1,26,8,50
Good,1,40,2,27
Unhealthy,1,24,0,170
Good,1,31,3,39
Moderate,2,9,31,82
Moderate,1,30,1,56
Good,1,39,0,24
Good,1,21,3,40
Good,1,22,5,50
Good,1,27,2,49
Moderate,2,33,7,78
Hazardous,1,67,1,500
Moderate,2,9,9,54
Moderate,3,25,5,96
Moderate,1,21,2,55
Good,1,13,2,34
Good,1,40,2,31
Moderate,2,19,13,62
Good,1,24,5,42
Good,1,20,3,44
Good,1,8,3,39
Unhealthy,0,36,0,190
Good,1,35,1,34
Hazardous,1,48,1,500
Moderate,2,8,10,90
Good,1,32,2,27
Moderate,2,16,12,54
Good,1,31,8,48
Good,0,28,0,7
Good,1,28,1,43
Good,0,29,1,26
Good,1,16,11,50
Moderate,1,46,4,52
Good,1,46,1,41
Good,1,34,3,30
Unhealthy,1,105,1,171
Hazardous,2,152,1,456
Moderate,3,34,1,73
Good,0,38,0,36
Moderate,1,46,0,55
Moderate,0,19,0,73
Good,1,40,5,33
Unhealthy,10,2,39,173
Unhealthy for Sensitive Groups,4,69,15,110
Good,1,19,0,34
Unhealthy,8,11,19,194
Good,1,38,2,46
Moderate,1,30,5,60
Moderate,1,68,0,45
Moderate,2,7,15,73
Moderate,1,35,4,61
Moderate,2,43,0,79
Moderate,1,40,1,54
Moderate,4,19,8,81
Unhealthy for Sensitive Groups,3,40,4,138
Moderate,1,38,3,57
Good,1,38,0,40
Moderate,1,29,1,67
Good,1,36,0,40
Moderate,1,45,4,56
Good,0,20,0,26
Moderate,1,29,1,67
Very Unhealthy,2,39,5,243
Moderate,1,21,1,54
Moderate,1,50,0,60
Moderate,1,51,0,62
Moderate,1,26,0,62
Moderate,2,12,4,86
Unhealthy for Sensitive Groups,3,37,10,100
Moderate,1,29,0,51
Moderate,1,27,11,65
Unhealthy for Sensitive Groups,1,37,0,119
Good,1,30,1,31
Moderate,2,21,5,92
Unhealthy,2,48,3,158
Moderate,2,12,17,90
Good,1,11,0,21
Good,1,45,0,28
Moderate,1,28,3,71
Good,1,39,0,9
Good,1,22,0,24
Moderate,1,34,1,56
Moderate,1,28,0,59
Moderate,1,26,1,55
Moderate,1,34,3,53
Good,0,27,0,18
Good,1,31,3,16
Moderate,1,30,5,55
Moderate,2,27,10,52
Moderate,2,7,5,51
Good,0,35,0,38
Unhealthy,1,38,0,153
Unhealthy for Sensitive Groups,1,20,3,105
Good,1,34,3,20
Moderate,1,36,3,72
Moderate,1,30,7,62
Unhealthy,3,7,9,168
Moderate,2,20,19,70
Moderate,1,39,1,56
Moderate,1,42,2,75
Good,1,14,0,35
Good,0,13,4,39
Moderate,1,10,3,56
Good,1,43,0,26
Good,1,42,1,28
Moderate,1,19,5,59
Unhealthy for Sensitive Groups,2,9,12,104
Good,1,37,1,34
Good,1,32,2,20
Unhealthy,1,43,0,177
Good,1,26,4,35
Good,1,45,2,37
Good,1,25,1,35
Good,1,29,5,35
Good,0,31,0,15
Good,1,42,0,44
Moderate,2,21,15,66
Unhealthy,4,185,5,154
Moderate,2,45,4,52
Hazardous,2,116,1,471
Moderate,2,24,1,51
Unhealthy for Sensitive Groups,1,30,0,122
Moderate,1,33,0,58
Unhealthy,1,52,0,153
Good,1,47,1,47
Good,1,38,0,50
Moderate,1,12,0,63
Moderate,1,30,9,51
Good,1,28,5,38
Very Unhealthy,1,49,0,219
Unhealthy,3,198,1,135
Good,1,30,3,27
Moderate,1,45,6,64
Moderate,0,25,0,61
Moderate,4,9,8,98
Moderate,1,25,0,97
Unhealthy,1,46,0,156
Good,0,11,2,25
Good,0,11,1,23
Moderate,2,24,1,75
Good,1,22,0,27
Good,1,30,0,14
Moderate,3,21,2,73
Good,1,20,0,35
Moderate,1,29,6,67
Moderate,13,20,9,99
Good,0,29,1,29
Moderate,1,65,0,87
Unhealthy for Sensitive Groups,3,36,5,115
Good,1,13,0,21
Good,0,13,0,29
Moderate,1,47,0,72
Moderate,2,48,1,67
Moderate,3,34,6,97
Unhealthy for Sensitive Groups,1,36,0,100
Moderate,1,36,2,66
Moderate,5,1,13,97
Good,0,13,0,23
Good,0,28,0,24
Moderate,1,17,14,53
Good,0,20,0,9
Moderate,1,23,0,61
Good,1,36,7,24
Moderate,1,24,1,69
Moderate,1,35,3,55
Moderate,2,20,17,67
Moderate,1,39,2,69
Moderate,1,39,3,77
Moderate,1,44,1,89
Good,1,25,0,38
Moderate,1,38,1,71
Good,1,27,1,31
Good,1,16,1,21
Moderate,1,35,5,54
Unhealthy,7,54,2,175
Unhealthy,3,85,1,153
Moderate,1,14,0,52
Moderate,1,35,3,63
Moderate,0,30,0,59
Unhealthy,1,38,0,150
Unhealthy,0,36,0,153
Moderate,1,47,1,64
Good,1,23,5,43
Good,1,18,0,33
Good,1,45,0,42
Good,1,37,1,24
Good,0,31,0,45
Moderate,1,28,6,53
Very Unhealthy,3,202,2,104
Good,1,28,0,41
Unhealthy for Sensitive Groups,1,40,0,142
Good,1,28,2,31
Moderate,1,33,2,71
Moderate,1,17,16,73
Good,1,21,0,38
Good,1,41,0,28
Good,1,45,1,18
Good,1,36,1,19
Unhealthy for Sensitive Groups,1,29,0,112
Moderate,1,19,4,69
Moderate,2,31,7,71
Moderate,1,25,1,52
Good,1,22,5,26
Moderate,1,23,0,55
Moderate,1,46,1,57
Good,0,20,1,39
Moderate,1,11,3,56
Unhealthy for Sensitive Groups,1,42,0,103
Unhealthy,2,103,3,178
Good,1,18,0,44
Good,1,36,4,18
Unhealthy for Sensitive Groups,3,124,1,122
Good,1,43,0,14
Good,1,32,2,29
Very Unhealthy,1,24,0,224
Unhealthy for Sensitive Groups,3,12,1,100
Moderate,2,32,9,52
Good,1,29,3,15
Moderate,2,29,10,67
Moderate,1,33,6,75
Good,0,16,0,22
Moderate,1,33,9,54
Good,1,30,2,16
Good,1,26,0,46
Moderate,1,35,2,80
Good,0,15,0,13
Good,1,11,1,48
Moderate,1,36,3,57
Good,1,26,7,50
Good,0,40,0,20
Moderate,1,51,1,94
Moderate,1,54,0,79
Moderate,1,70,0,53
Moderate,1,42,0,52
Unhealthy for Sensitive Groups,2,28,5,102
Moderate,1,58,0,50
Moderate,1,37,1,51
